Homework_1,Homework_2,Homework_3,Homework_4,Homework_5,Homework_6,Homework_7,Homework_8,Homework_9,Homework_10,Homework_11,Homework_12,Homework_13,Homework_14,Quiz_2,Quiz_3,Quiz_4,Quiz_5,Quiz_6,Quiz_7,Quiz_8,Quiz_9,Quiz_10,Quiz_11,Exam_1,Exam_2,Exam_3,Final_Exam
15,14.88,14.9,14.33,14.63,15,15,14.83,14.36,14.54,13.8,15,15,15,6,4,0,8,10,8,7,10,10,8,32,30,17,33
15,15,14,15,14.13,15,15,12.9,14.17,15,15,15,15,15,10,3,10,7,8,6,9,8,0,10,17,22,17,33
14,15,15,,,14.71,12.2,0,,,0,2,,,8,10,10,7,7,4,4,4,,6,31,32,15,33
15,15,15,12.5,14.63,15,14.5,13.5,15,14.88,,15,,15,4,5,10,10,2,2,10,6,4,9,23,15,15,33
15,14,15,15,13.08,15,15,15,15,14.67,0,14,11,15,5,5,10,10,5,6,10,9,7,10,40,30,12,33
14.89,14.71,15,15,14.29,3.96,15,12.2,11.96,11,14,,3.25,,6,7,10,10,6,8,10,10,6,9,36,12,12,33
13.89,15,15,15,13.25,14.38,15,11.95,15,12,0,13,,,7,6,10,10,4,3,4,9,0,10,21,30,11,33
15,15,15,9.11,12.88,13.5,12.1,6.25,,,12.05,11.67,13.75,,4,10,9,10,4,4,7,5,9,0,34,15,10,33
13.89,14.4,14.67,14.11,14.75,12.18,9.3,12.33,12.03,10.42,11.71,12.67,12.08,9,7,6,10,10,10,9,10,10,6,7,49,45,42,32
0,14.63,14,12.75,,13.88,13.8,,11.33,,15,,15,,10,5,1,8,10,10,9,7,1,10,36,34,42,32
12.22,14.38,11.3,12.44,,7.5,11.55,4.2,10.26,11.79,9.06,,12.83,,10,10,7,8,,10,8,10,7,,33,22,41,32
13.94,6.57,14.5,4.17,7,13.84,,7.55,10.82,6.67,5,7,,,7,10,10,10,10,6,4,7,9,9,45,28,39,32
15,15,15,15,14.63,15,15,15,15,15,15,15,11,0,5,7,10,10,10,10,9,8,9,10,28,38,34,32
14.5,15,15,14.72,14.88,14.67,14.5,11,14.29,12,14.86,,14.67,,5,10,9,9,9,9,4,5,10,10,42,26,33,32
15,15,15,14.22,14.75,14.13,14.5,8.75,11.1,11,5.13,13.5,15,5.33,10,4,10,10,8,7,7,5,7,7,46,25,33,32
15,15,15,15,15,15,15,15,15,15,15,15,15,,7,10,10,10,8,5,10,8,8,10,33,18,33,32
15,15,15,,13.75,13,1.5,4,5,7.5,2,7,,,8,10,10,9,6,8,10,7,8,10,48,29,32,32
15,15,13.4,14.61,15,15,15,15,15,15,15,15,15,15,10,7,5,7,10,10,10,9,10,10,30,26,30,32
15,15,15,13.83,14.38,15,15,14.8,15,15,,15,15,,9,9,10,9,10,10,8,10,5,8,37,23,29,32
14.89,14.67,14.75,15,13.75,15,15,15,15,14.5,15,15,15,1,6,7,7,10,10,10,9,9,9,8,44,34,28,32
14.89,14.88,15,15,14.63,15,14.8,13.83,14.67,13.83,14.67,14.42,,,2,4,1,9,7,6,5,4,8,8,40,19,28,32
14.89,15,,14.86,14.75,15,15,15,14.83,15,15,15,9,,10,1,2,7,6,8,9,8,8,10,40,16,28,32
15,15,15,13.67,12,14,13.3,3.6,7.28,13.33,9.1,13,13.75,7,8,10,8,6,4,6,9,6,5,10,44,28,27,32
10.28,11.04,13.07,8.5,10.5,10.72,9.9,10.17,12,,0,11.67,5,6.67,10,7,5,6,8,5,5,2,3,7,33,26,27,32
15,15,14,9.83,15,15,14.5,15,14.88,14,15,14,15,15,9,6,3,8,8,3,4,5,8,9,,34,25,32
15,15,15,15,14.83,14.88,15,14.25,15,12.67,15,15,15,15,10,7,7,10,3,7,6,5,9,10,24,27,24,32
15,15,15,15,15,15,15,15,14,15,15,15,15,14,7,10,8,6,10,7,7,6,9,10,41,35,23,32
14.5,13.52,,11.94,13.5,12.04,13.3,6.87,12.22,10.83,11.05,12.08,,,10,7,6,7,9,6,7,5,,8,45,34,23,32
13.22,14.86,13.5,12.6,13.25,11.17,12.75,12.18,9.18,15,8.73,0.33,8.42,3.33,10,2,4,10,10,6,5,5,1,9,23,30,23,32
,12.52,15,14.78,,,0,,,,13.18,,,,,5,9,10,7,8,7,3,3,4,33,33,22,32
,13.71,15,,14,,15,8.75,15,15,14.21,11.33,14,,5,0,8,9,6,6,8,5,2,6,46,45,21,32
15,14.36,14,11.44,14.67,15,13,14.67,13,13.83,10,,11,14.67,6,1,5,2,5,3,7,10,2,10,23,27,21,32
,,,,,,,,,,,,,,3,6,,5,5,7,3,,2,,31,26,20,32
14.78,5.86,13.33,2.67,2,13.96,0,4.55,3.33,6.92,2,8,2.5,0,10,6,,10,6,8,8,4,6,7,35,24,20,32
15,15,15,15,14.75,15,14,13,13.07,14.63,14.67,14.33,13.75,15,10,10,6,10,10,10,10,10,3,7,45,22,20,32
15,15,15,15,15,15,15,15,15,15,1,1,15,4.67,5,6,10,10,10,7,10,8,4,10,34,34,19,32
15,15,15,14.67,14.5,14.68,14.5,13.5,13.97,14.75,13.51,14,12.75,7,8,8,9,7,7,3,6,8,8,10,28,37,18,32
15,15,15,15,15,15,15,12.2,15,14,15,,8,14,6,10,10,10,6,10,10,4,5,9,40,22,15,32
14.06,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,8,10,6,7,8,10,6,19,26,13,32
14.56,14.5,14.5,15,15,15,15,15,14.75,15,15,14.5,15,15,8,10,10,10,10,9,10,10,5,5,37,29,40,31
15,15,15,15,14.75,15,15,8.25,14.75,15,0,,15,0,10,7,5,10,10,7,10,10,9,10,38,41,34,31
14.89,14.86,14.9,14.39,14.42,14.55,13.5,13,13.95,10.38,8.47,,13,0,5,10,10,10,10,10,10,,8,10,41,30,34,31
15,15,15,15,15,15,15,15,15,12,15,2,,,10,7,10,10,10,8,10,8,7,9,24,18,31,31
14,11.3,15,15,10.3,15,15,15,10.96,15,15,15,15,15,4,9,8,10,10,9,10,8,10,10,23,16,30,31
15,14.75,14.4,15,13.88,15,15,13.42,15,14.5,4,3,14,,10,10,9,10,9,6,9,9,1,10,52,25,29,31
14.17,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,7,9,5,10,9,8,10,26,25,29,31
12.28,11.67,13.42,14.5,10.55,,12.3,12.05,3.33,12.42,9.83,,11,11,10,10,5,9,10,0,9,9,5,0,54,34,26,31
14.89,14.67,14.9,14.06,14.63,14.88,14.5,14.83,14.76,13,14.83,15,14.75,1,6,8,9,10,10,10,9,5,10,10,49,29,26,31
15,13,15,14.86,14.25,12.17,14.5,1,12.82,14.04,14,15,15,14,6,8,7,8,6,8,9,7,8,10,22,24,26,31
15,15,15,14.89,15,15,14.5,15,14.75,14.75,15,15,15,15,5,9,8,10,7,8,5,10,9,8,40,35,25,31
11.11,7.38,4.82,12.3,13.75,12.67,14.5,8.5,12.26,12.29,3.87,12.25,,12,10,6,10,10,3,6,10,5,1,10,25,16,24,31
,12.21,9.33,10.33,,9.47,0.5,,,,,,,,1,4,4,5,5,9,9,1,5,5,41,30,23,31
15,15,14.5,14.83,14.88,14.71,13.7,13.9,12.29,14.17,14.47,14.5,2,15,3,9,5,6,8,10,9,9,10,10,25,21,20,31
15,15,15,15,15,15,15,15,15,15,15,15,15,,6,10,6,10,8,10,10,10,10,10,35,27,19,31
14.89,15,12,13.1,13.88,15,14.8,14.75,13.52,14.08,13.53,,14.5,,7,10,10,9,9,7,8,10,7,10,14,20,19,31
15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,8,8,7,6,9,10,9,9,10,19,28,18,31
15,15,15,14.89,9.63,14.75,8,13.75,14.63,7,13.4,12,14.67,9.67,5,6,10,5,5,8,8,4,10,5,32,26,18,31
14,14.88,15,13.67,13.88,15,15,13.47,15,7.92,15,14,13.08,14,10,7,8,7,6,5,10,3,3,10,36,15,16,31
15,12.45,9.12,12.98,12.5,14.33,12.8,12.72,13.73,13.46,9.33,,14.25,,4,3,4,5,7,10,7,6,,8,12,41,15,31
13.06,10.52,15,13.11,14,13.25,14.8,13.33,14.17,12.75,15,14,14.75,15,9,4,6,2,2,7,6,7,10,6,18,33,15,31
14.89,15,15,8.61,14.5,15,14.1,14.3,14.83,15,13.99,15,14.75,13,6,9,10,10,4,10,6,7,5,7,29,21,15,31
15,15,15,15,14.88,15,15,15,15,14.83,12.33,15,15,,8,6,4,7,7,4,3,6,6,10,32,42,14,31
15,15,15,14.44,12.54,,14,14,8,13.83,13,15,1.83,1,7,6,10,7,,,6,,5,10,20,24,14,31
15,14,15,14.83,14.75,15,15,14.75,14.67,15,12.67,14,14.5,1.67,6,10,10,7,3,5,9,6,8,8,36,10,12,31
15,15,15,15,14.75,15,12.2,14,14.42,10.75,13,14.33,9.42,,10,6,10,10,10,10,8,7,10,8,50,30,48,30
15,14.67,15,14.56,15,14.67,14.8,15,14.62,15,14.66,12.83,14.5,15,10,2,7,10,10,10,10,10,6,10,55,18,40,30
15,15,14.5,14.72,14.88,14.88,15,13.5,11.71,12.75,13.11,,4.75,0,10,8,10,7,7,4,6,10,8,5,38,16,39,30
2.5,13.38,14.4,13.78,,13.71,12,10.8,11.19,8,1,12,13,4,10,2,8,10,6,10,5,9,6,4,31,31,35,30
15,13.86,15,15,14.63,15,14.5,15,15,15,15,15,15,15,5,5,7,8,7,6,6,6,8,5,40,20,33,30
15,15,15,,,,6,15,15,,15,14,,,10,10,9,10,8,10,9,9,5,6,38,52,31,30
15,14.36,15,14.83,13.75,14.63,14.05,12.5,13.73,14.5,15,8.25,14.5,15,1,3,5,10,10,5,7,5,2,6,34,25,30,30
14.78,14,14.4,13.67,13.25,14.71,12.1,11.42,6.9,6.75,13.26,10.67,12.75,11,2,9,9,10,10,5,10,3,,9,48,38,28,30
15,15,15,14.83,14.63,14,15,12.75,14.83,15,15,14,15,12,7,4,8,8,8,8,8,8,7,10,33,19,27,30
15,15,15,12.81,15,15,15,10.13,13.02,14.29,15,14,15,15,7,9,10,8,8,10,8,10,10,8,28,24,26,30
13.28,14.26,14,14.44,14,14.42,14.3,11.75,14.73,13.33,13.67,13.58,15,14,4,3,3,4,10,10,10,2,10,8,20,27,21,30
14.89,15,15,14.89,13.63,14.5,1.5,15,14.83,,15,3,,,9,10,10,10,10,8,7,9,4,,31,13,18,30
15,,15,,4,9.67,4,0,7,0,13,,0,,10,6,,7,2,7,6,5,7,7,24,26,16,30
12.89,13.19,12.5,13.83,13.5,13.25,6.1,12.3,13.5,11.67,14.5,8,15,15,7,7,4,6,6,8,10,9,9,7,23,13,16,30
15,15,15,15,15,14.3,15,14.1,15,14.83,15,15,15,3,9,0,6,10,7,10,6,5,9,10,28,21,13,30
13.06,14.86,14.5,13.33,11.71,12.42,10.95,7.48,10.93,7.29,6.37,12.25,10.5,5.67,4,9,10,10,7,2,8,9,6,9,36,14,39,29
14.39,15,15,15,12.38,14.38,14.8,14.55,14.43,13.38,14.05,14.83,14.42,15,9,4,9,7,10,10,9,8,10,,21,26,28,29
15,15,15,15,15,15,1.5,11.2,,15,15,15,15,0,10,10,,10,,,10,8,,,47,34,26,29
13.89,15,14.67,14.39,14.75,14.83,14.25,12.47,14.52,13.96,14.19,12.67,15,15,8,3,7,8,9,8,5,5,10,10,34,28,25,29
14.89,14,15,13.78,13.63,12.17,12.35,14.67,14.23,13.96,15,14,15,,10,2,7,10,9,9,10,9,10,9,42,34,22,29
15,11.71,1,,13.88,12.75,14.4,4.7,5.67,,,,,,5,3,6,0,10,6,7,5,1,0,32,32,22,29
14.28,15,13.5,14.47,14.5,15,14.6,13.8,14.55,11.42,13.93,15,14.5,14,6,9,8,9,10,6,10,7,6,10,25,27,22,29
12.56,15,14,15,14.38,15,12.6,10.95,14.88,13,9.67,15,,15,3,6,5,6,8,6,9,8,4,9,26,22,22,29
15,15,15,15,14.5,15,14.8,15,15,14.71,15,15,15,,8,4,10,8,7,7,9,6,7,9,46,7,22,29
13.44,15,13,12.67,7.5,12.5,13.5,10.75,4,12,9.87,11.08,12.75,14,3,6,5,6,10,7,7,6,5,9,25,29,21,29
13.94,14.86,14.5,13.72,13.88,13.71,15,10.8,12.33,12.88,14.8,6.5,15,15,9,5,6,10,9,5,10,10,8,10,19,24,21,29
15,15,15,15,15,15,15,15,15,15,15,15,2,,6,7,9,8,10,7,10,7,6,10,29,22,21,29
15,13.88,14.45,14.83,14.75,15,14.8,14.18,13.67,14.67,1,14,13.5,8.67,0,3,10,10,4,3,8,6,6,5,39,25,13,29
15,14.86,13,12.19,12.63,15,15,12.63,14.75,15,14.67,15,12.75,15,6,4,5,10,9,9,8,5,5,4,28,21,11,29
15,15,14,14.5,14.63,15,15,15,14.83,11,13,10,15,15,1,6,4,10,7,6,6,8,6,10,19,6,10,29
15,14.5,15,14,13.75,14.38,14.5,13,12.54,12.67,13.67,14,13.5,0,3,7,10,8,4,4,7,0,9,10,26,11,8,29
15,15,,14.78,5.83,12.83,12.5,11.45,6.4,13.79,7.33,,,,10,2,6,10,4,4,9,8,8,6,28,17,7,29
14.5,14.5,15,14.39,14.25,14,14.4,8.32,13.98,12.75,12.71,11.33,15,15,8,10,10,7,8,8,10,10,10,10,40,32,41,28
15,15,15,15,15,15,15,15,14,15,15,14,13,,6,,6,9,8,0,9,9,9,9,30,28,32,28
15,15,14.67,14.67,13.88,14.22,,9.97,11.56,7.75,,12.42,13.25,,7,6,8,10,10,0,10,,8,10,44,18,30,28
5.83,14.86,15,8.53,14.75,13.34,14.8,11.63,14.38,14.75,14.8,15,15,14,7,5,3,8,5,5,7,5,9,5,33,26,29,28
15,15,15,15,14.75,15,15,12.1,15,15,15,15,15,15,7,10,4,10,6,10,10,6,8,7,35,40,27,28
15,15,13.75,13.83,15,15,15,15,7,13.88,14,11,13,11,10,7,8,10,3,3,10,9,10,10,25,17,27,28
15,15,15,15,14.88,15,15,15,14.83,,15,14,15,,5,4,8,6,3,10,9,10,8,6,23,31,26,28
15,15,15,13.83,6,14.54,15,13,13.06,15,15,12.17,10,15,8,5,8,10,8,4,7,10,8,8,25,22,26,28
,14.73,14.4,15,14.63,14.75,15,15,12.6,12.42,15,14.33,14.5,15,10,8,10,10,6,6,8,7,10,9,8,22,26,28
15,,12.17,4.75,15,0,14.3,12.92,14.3,8,4.71,12.67,12,5,5,7,10,7,7,2,10,6,7,,54,45,24,28
13.67,12.86,12.4,13.02,12.75,14.88,14.3,15,15,15,15,15,15,15,4,7,4,6,5,7,6,5,7,8,39,24,23,28
15,15,14.9,14.78,14.63,15,14.3,15,13.83,14,11.4,14.67,14.75,14,10,7,9,7,9,10,10,10,4,10,36,40,22,28
15,15,15,15,15,15,15,15,15,15,15,,,,10,6,10,10,6,8,10,10,10,8,29,24,22,28
15,15,15,15,15,15,15,15,13,15,15,15,13,15,10,6,10,7,9,10,9,5,9,10,50,21,22,28
14.5,13.58,14.75,14.11,7.67,13.38,3.5,6.02,0,7.42,8.67,4,,,0,0,,,,,,,,,26,26,21,28
13.89,15,14.4,14.19,13.75,15,14.5,14,13.94,15,15,15,15,15,6,9,8,10,7,10,10,8,6,10,36,17,21,28
13.78,13.4,15,12.17,12.25,15,15,15,15,15,15,15,15,15,9,9,,6,10,8,1,10,9,9,24,12,20,28
15,15,15,15,15,15,15,15,15,15,0,1,,15,9,8,3,9,4,3,8,3,6,1,29,26,19,28
15,14.86,13.5,14.36,9.47,14.5,12.1,7.2,13.3,11.33,12.35,3,12,6,6,7,5,10,5,8,7,6,9,8,34,29,18,28
14.89,14.19,13.65,14.13,13.25,15,14.5,11.85,15,10.21,14.5,14.67,15,15,10,6,6,8,9,9,10,9,6,10,13,26,18,28
14.67,14.86,13,15,13.75,15,15,15,11,11.58,12,,15,14,6,8,4,7,8,8,4,6,0,0,37,15,18,28
14.5,15,14,12.94,13.63,13.83,13.5,11.8,14.88,15,14,14,14.75,15,7,4,4,8,5,6,9,9,9,7,33,23,16,28
15,15,15,6.83,15,15,,15,15,15,15,15,15,15,10,7,10,5,9,10,8,4,10,10,29,17,15,28
12.17,14.21,14.67,13.61,13.42,14,15,13,15,12.83,11,12.25,15,15,10,8,8,0,8,10,7,3,5,10,9,19,13,28
13.28,11.33,14.75,14.28,14.21,13.83,11.7,11.35,13.67,12.33,10.8,13,12.75,8,3,5,4,7,6,3,4,4,4,9,39,15,13,28
15,13.57,15,14.39,13.63,15,15,14.83,13.57,14.5,12.2,14.25,13,15,2,10,4,4,7,6,10,6,6,10,26,9,13,28
15,15,15,14.5,14.63,15,15,15,14.19,15,4.5,,15,,4,5,5,6,6,4,6,8,8,10,13,10,12,28
15,15,15,15,12.38,15,14.8,14.75,14.83,15,12.87,15,15,,8,7,10,9,10,4,6,3,5,9,16,23,11,28
14.89,14.86,15,14.17,14.88,15,12.2,14,12.93,15,11,0,15,15,10,3,10,10,9,6,4,9,5,10,35,29,48,27
15,15,15,15,15,15,14.8,15,15,15,,,,,10,8,8,9,9,6,8,8,10,3,44,32,38,27
15,15,15,15,15,14.88,2.5,15,14.5,15,7.67,14,15,0,10,8,10,10,8,,10,10,7,10,34,2,38,27
,,1,10.19,12.63,12.56,,10.97,11.4,,11.87,10.33,12.17,15,4,6,8,8,7,6,6,5,6,7,31,30,23,27
,,,,,,,,,,,,,,10,9,2,7,,7,4,6,7,7,26,21,23,27
14.17,15,13.5,12.17,8.33,15,13,11.25,11.08,15,15,15,15,15,8,9,5,10,6,4,6,7,8,3,24,17,23,27
15,15,14.5,15,15,15,15,14.5,14.83,15,,,,,7,7,5,10,2,5,10,7,9,10,27,12,23,27
15,15,15,15,15,15,10.1,13,13.68,12.33,11.86,12.17,12.33,12,5,0,6,7,6,0,5,5,4,8,40,40,21,27
13.5,3,13.4,15,,14.71,14.5,2.5,14.8,7,7,2,11.67,15,3,6,10,10,6,5,5,4,10,9,21,23,21,27
15,15,15,15,15,15,15,15,15,15,15,15,15,3,3,4,3,6,7,7,9,8,7,7,34,24,18,27
12.89,14.07,13.75,13.61,11.88,13.83,12.3,12.25,11.97,12.88,12.71,12.5,13.75,11.67,8,5,6,10,6,8,7,7,9,10,36,36,17,27
11.44,13.26,15,15,13.63,15,14.8,15,15,14.63,12,15,15,15,5,10,5,9,10,8,10,10,9,10,15,21,15,27
15,15,15,15,15,15,15,13.5,14.88,15,14.67,15,15,15,4,9,6,8,7,5,7,2,9,9,17,16,13,27
15,14.86,11.7,13,13.75,15,14.6,13.83,12.67,13,14.07,14,13.5,15,10,6,10,7,8,2,7,8,5,1,19,20,12,27
15,14.38,15,11,13.88,15,14.5,13.5,13.63,14.29,,,15,15,0,9,6,10,10,4,0,3,9,9,40,32,10,27
14.39,13.71,15,14.83,14.63,14.75,14.5,14.33,14.63,14,14.67,14.5,14.75,14,7,3,6,10,8,10,7,9,10,10,34,29,10,27
14.28,14.67,15,15,15,15,15,14.75,15,14.67,15,14.5,15,15,3,7,7,4,8,5,6,6,2,10,45,29,40,26
14.5,14.71,15,14.17,14.5,14.83,14.1,14.75,13,12.83,14.66,9,,,8,4,5,10,7,8,9,10,8,10,44,39,33,26
14.89,14.52,14.15,10.39,13.75,14.5,14.8,14,9,12.54,14,14,14.42,15,3,6,6,9,8,7,10,10,7,5,32,33,30,26
15,15,15,15,15,15,14.3,12.83,14.88,14.63,14.67,14.67,14.5,15,9,9,4,4,7,8,10,5,,7,31,23,30,26
5.72,12,12.9,4.56,12.5,11.63,0.5,7.3,8.44,8.33,0.49,13.42,,,7,6,7,5,10,8,8,9,3,9,29,23,27,26
14.89,15,12.5,14.67,13.63,14.83,14.8,14.8,14.66,14.25,14.8,14.83,14.5,15,10,9,10,7,5,10,9,10,7,6,15,13,24,26
15,15,15,15,15,15,15,15,15,15,15,,10,,8,10,9,10,10,9,8,10,7,7,34,32,21,26
15,14.43,1,15,14.88,15,14,3,7.14,1,13.27,12,15,15,,8,9,9,5,10,9,4,8,10,20,26,21,26
15,15,15,14.83,15,15,15,15,15,15,14.67,14.25,15,11.67,7,3,6,10,10,8,8,7,8,10,19,24,20,26
15,14,14.4,14.61,14.88,15,14.5,14.05,14.18,12.75,13.93,13.5,13,13,7,7,8,3,8,4,7,5,5,7,29,17,17,26
15,15,15,15,15,15,15,15,0,0,15,,,15,9,10,9,10,10,10,7,9,5,10,35,16,16,26
,,15,,15,14.5,3.5,,14.83,13.67,12,,,,10,3,10,9,9,8,10,7,7,,39,20,15,26
12.56,12.9,14.67,,9.84,11.34,0,4.83,12.72,,5,4,13,,5,5,4,7,6,7,5,6,6,7,19,26,14,26
15,14.05,15,12.67,13.63,15,14.5,6.1,14.3,14,14.2,,14,,6,6,4,7,8,8,8,8,7,10,12,28,13,26
15,15,14.67,15,14.88,15,,14.5,6.83,13.13,12.57,9.92,9.83,,8,8,10,9,10,9,5,7,10,10,38,26,11,26
12.89,12.88,14.1,11.91,12.19,11.72,6.7,3.75,8.44,0,0.83,2,9,0,9,6,3,7,,10,8,7,2,,19,26,11,26
14.39,13.88,13,14.17,13,12.5,12.5,14.8,14,14,,3,,13,7,9,10,10,10,8,9,10,9,10,26,16,10,26
14.5,15,15,15,15,15,14.5,15,15,15,15,14.83,14.75,15,10,10,10,10,,,10,9,,,24,28,9,26
15,15,15,15,15,15,15,2.67,9.07,15,15,,15,15,5,10,10,10,0,0,10,10,0,0,45,24,9,26
15,15,15,15,15,15,15,15,15,13,14.4,15,15,15,5,5,5,10,4,8,8,8,9,10,22,16,8,26
15,15,15,15,,15,14.8,11.83,14,11,12.71,,15,2,10,9,10,10,9,10,10,8,6,8,44,23,39,25
15,15,15,12.83,15,15,1.5,2,7.07,14.75,,13,14.75,,10,10,8,10,8,,4,5,,9,51,23,32,25
15,15,15,15,15,15,15,15,15,15,8,15,15,3,6,6,9,8,10,9,5,9,,,49,48,31,25
14.89,14.88,15,14.72,14.75,14.38,15,15,14.76,13.5,8,15,15,,6,6,8,10,7,3,10,8,4,10,49,33,30,25
14.17,14.52,13.4,15,13.38,14.1,12.85,11.82,4.73,10.25,7.84,13.33,10.67,14,6,6,8,0,8,6,7,6,8,8,20,16,24,25
15,15,15,15,14.75,15,14.3,15,15,15,15,15,15,,7,2,8,7,10,10,9,5,10,7,42,31,23,25
15,15,15,15,14.88,15,14.8,13.55,13.58,14.5,13,13.25,14.75,14,10,8,10,9,10,5,9,10,9,0,45,30,22,25
15,15,14.9,15,14.88,13.5,15,10,13.03,11.17,12.01,15,15,14,9,6,8,8,6,6,9,6,10,10,14,8,22,25
14.89,14.04,0,5,10.83,10.67,,1.43,0,,6.48,4,3,,9,7,3,4,5,8,9,1,10,8,21,10,20,25
14.5,15,15,15,15,15,15,15,15,15,15,15,15,15,8,7,8,3,5,8,6,8,3,9,18,25,14,25
15,13.4,13.25,13.5,12.3,13.71,13.5,14.8,14.18,14.25,14,15,14.75,8,7,8,2,2,8,5,10,4,9,10,9,14,13,25
15,15,15,5,14.13,15,15,12,7.13,13.17,12,10.5,12,13,7,1,6,6,1,4,7,3,5,5,15,15,12,25
12.56,13.52,13,13.06,11.97,12.83,14,11.6,12.23,12,13.67,9,12.75,11,9,9,10,8,7,4,10,9,9,10,31,21,11,25
4.83,14.88,14,14.78,14.75,13.67,9.5,12.98,9.28,11,11.91,8.83,,15,4,6,0,10,6,6,4,0,9,6,35,18,7,25
14.39,15,15,14.83,15,14.5,15,15,15,15,15,15,14,15,0,6,5,5,7,7,8,8,2,7,25,10,7,25
15,14,6,14,,13.5,4.4,3.77,12.58,9.58,9.71,7.33,12.5,8,6,8,8,8,9,4,4,8,3,9,38,20,31,24
15,15,15,14.22,7,15,13.3,11.02,13.86,13.63,12.67,14,15,15,9,6,7,10,8,9,9,9,2,8,30,20,31,24
15,15,15,,14.68,15,14.5,13.8,12.82,14.33,14.33,9,15,0,6,9,10,10,10,9,6,7,5,8,45,38,29,24
14.28,14.86,14.65,13.11,14.5,13.83,,12.5,15,15,14,13.25,14.17,14,10,4,9,10,6,10,,4,8,8,43,32,29,24
15,15,14.9,14.69,14.88,15,15,15,14.38,15,15,15,15,15,3,6,5,6,9,4,10,4,4,10,34,10,26,24
14.89,15,14,14.22,14.25,14.83,12.9,13.8,14.05,11,13.89,12.33,11.75,3,10,2,5,5,2,3,5,3,1,5,22,6,24,24
15,15,15,15,14.88,15,13.8,14,15,14,12,11.75,15,15,7,6,6,10,10,6,6,8,8,8,25,9,23,24
15,15,13.75,,,,,2.83,,3,,,,,4,9,10,10,3,8,5,,0,6,39,30,21,24
10.28,13.5,13,11.21,11.25,11,11.3,12.42,12,14.71,14.33,14.5,14,2.67,4,10,10,7,10,7,10,7,9,10,29,17,20,24
15,15,15,15,15,15,15,15,15,8,15,15,15,15,6,7,4,6,3,5,4,10,2,10,25,13,20,24
15,4.14,15,7.67,6,4.5,0,1.83,1,7,3,14,0,9,2,4,6,5,4,5,0,3,0,8,29,12,19,24
13.5,12.86,11,9.72,11.79,15,10.35,10.55,4.52,9.92,0,12,,15,10,8,6,10,6,7,9,7,5,2,22,27,11,24
15,15,12.8,14.3,14.13,14.67,15,13.5,15,14.38,15,15,15,15,6,9,6,9,9,6,8,10,4,10,32,22,41,23
14.89,15,15,14.83,14,15,15,15,14.83,13.33,13.67,6.25,15,0,1,6,8,7,10,8,3,4,6,7,44,21,40,23
15,15,15,15,,15,15,13.5,15,15,15,15,15,14,10,9,10,10,10,10,10,7,7,4,40,32,26,23
,14.67,7.9,13.11,12.46,12,7.4,7.33,11.43,,8.14,11.75,14.75,15,6,8,10,7,8,7,7,6,7,8,30,15,26,23
15,14.34,13,14.41,14.38,14,14.3,9.32,11.67,12.17,13.69,11.92,12.42,,10,8,8,10,0,8,8,7,7,6,36,18,18,23
15,13.86,9.8,12,12.63,15,11.3,13,9,14,8,,15,13,6,4,7,8,10,6,0,6,5,9,26,33,17,23
11.83,14,11.9,12.61,9.63,10.83,6.5,3.6,13.3,6.67,5,13,12.08,10,5,5,6,8,8,10,,6,6,9,32,27,14,23
15,12.95,15,14.89,14.38,14.58,,1.97,,10,,14.75,,,6,0,4,9,6,6,8,3,7,8,24,27,12,23
14.67,10.19,10.3,15,14.75,13.22,0,13.8,13.8,11,2.33,12.42,15,,4,3,2,10,10,10,10,10,10,9,26,28,11,23
15,15,15,15,15,15,15,15,15,15,15,9.5,1,1,10,10,7,10,10,9,10,4,2,10,27,24,7,23
15,15,15,14.78,13.75,15,0,0,12.9,12.67,0,,14.75,0,2,2,8,8,8,7,10,9,9,6,47,22,35,22
15,15,15,15,15,15,12.5,4.63,14.83,,0,,,,10,10,10,10,,,10,,8,,54,40,31,22
14.89,14.52,15,14,14.63,15,15,14,14.83,14.25,15,15,10.5,15,9,8,5,8,10,8,10,7,9,10,34,25,27,22
13.5,15,14,14.83,13.5,15,13.7,12,13.71,12.33,13.51,,13.75,2,7,6,10,10,0,4,4,7,1,10,21,12,27,22
15,12.86,14.67,15,6,14,15,12.75,15,13,,,7,15,6,8,9,6,7,10,9,,,10,9,24,20,22
14,11.55,14.67,11.89,13,13.33,12.5,10.67,12.92,7.08,4,10,15,11,4,5,2,3,3,3,5,4,3,9,27,9,19,22
15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,6,5,5,5,3,4,5,5,9,29,15,18,22
15,14.86,15,14.89,15,14.83,14.6,13.67,15,14.17,15,1,0.33,,2,1,1,9,9,6,10,8,1,5,24,18,17,22
12.89,14.36,13.55,13.97,11.3,15,13.8,11.53,13.18,,,,,,5,5,2,9,5,2,3,7,5,6,15,20,16,22
15,15,15,14.71,13.63,14.75,14.1,14.67,13.63,13.63,8.44,9.92,14.25,10,6,2,10,9,8,3,4,0,8,6,30,16,16,22
15,15,14.9,8.22,14.75,15,15,14.05,13.96,12.5,2,11.75,15,0,6,10,7,10,8,5,8,10,8,10,31,27,15,22
